"replicate_number","estimated_QST","p_value_pos","p_value_neg","p_value"
278,0.607080113976109,0.465534465534466,0.535464535464535,0.984
275,0.540152145626558,0.727272727272727,0.273726273726274,0.477
274,0.595838057179742,0.541458541458541,0.45954045954046,0.86
285,0.7955071499388,0.004995004995005,0.996003996003996,0.048
282,0.380805657323706,0.982017982017982,0.018981018981019,0.023
286,0.603594290498541,0.497502497502497,0.503496503496504,0.939
284,0.78130029808814,0.01998001998002,0.981018981018981,0.087
283,0.806988129974016,0.01998001998002,0.981018981018981,0.071
288,0.385419811019367,0.974025974025974,0.026973026973027,0.027
287,0.735803929028282,0.0819180819180819,0.919080919080919,0.212
289,0.713586092138812,0.130869130869131,0.87012987012987,0.305
309,0.554472717048984,0.663336663336663,0.337662337662338,0.647
308,0.553668223410763,0.72027972027972,0.280719280719281,0.497
304,0.507470689169006,0.822177822177822,0.178821178821179,0.29
303,0.522784449093627,0.797202797202797,0.203796203796204,0.342
306,0.611135741084365,0.453546453546454,0.547452547452547,0.94
305,0.369101202276553,0.983016983016983,0.017982017982018,0.017
302,0.533112475947191,0.726273726273726,0.274725274725275,0.474
310,0.700886001009101,0.133866133866134,0.867132867132867,0.319
307,0.64208537995243,0.351648351648352,0.649350649350649,0.732
301,0.645583913058238,0.307692307692308,0.693306693306693,0.674
349,0.662304334935491,0.28971028971029,0.711288711288711,0.593
347,0.444605819501451,0.925074925074925,0.0759240759240759,0.095
350,0.68925345269539,0.180819180819181,0.82017982017982,0.427
320,0.557395576441735,0.679320679320679,0.321678321678322,0.618
343,0.668497324726979,0.236763236763237,0.764235764235764,0.493
348,0.762643658261014,0.0649350649350649,0.936063936063936,0.165
345,0.733453014383816,0.0559440559440559,0.945054945054945,0.193
344,0.357735745188595,0.991008991008991,0.00999000999000999,0.009
346,0.601299566279844,0.501498501498502,0.4995004995005,0.96
319,0.550159870721742,0.689310689310689,0.311688311688312,0.555
312,0.546459234891819,0.699300699300699,0.301698301698302,0.511
315,0.489183953118802,0.877122877122877,0.123876123876124,0.17
321,0.736216937822096,0.0759240759240759,0.925074925074925,0.201
311,0.655938211483761,0.288711288711289,0.712287712287712,0.63
318,0.662821200343893,0.245754245754246,0.755244755244755,0.534
322,0.763789751383267,0.023976023976024,0.977022977022977,0.095
316,0.625965046770501,0.430569430569431,0.57042957042957,0.907
313,0.843012218017905,0.001998001998002,0.999000999000999,0.014
314,0.58222344583015,0.603396603396603,0.397602397602398,0.728
330,0.652754682354877,0.290709290709291,0.71028971028971,0.645
317,0.654853672940553,0.275724275724276,0.725274725274725,0.593
331,0.777922716531923,0.031968031968032,0.969030969030969,0.101
342,0.646517072393706,0.313686313686314,0.687312687312687,0.721
324,0.395486421706613,0.975024975024975,0.025974025974026,0.027
327,0.508713693214784,0.817182817182817,0.183816183816184,0.303
323,0.555434743540704,0.67032967032967,0.330669330669331,0.619
332,0.457214410386049,0.907092907092907,0.0939060939060939,0.115
341,0.298012517400204,0.996003996003996,0.004995004995005,0.004
329,0.686487912074134,0.156843156843157,0.844155844155844,0.39
326,0.640633117519071,0.342657342657343,0.658341658341658,0.736
